 4  0  4 JBBCCCJDD..MJAAL.MFFKL.N..KGGN.HH...
 5  1  4 JBBCCCJ..DDMJAAL.MFFKL.N..KGGN.HH... D98 
 5  1  4 JBBCCCJDDL.MJAAL.MFFK..N..KGGN.HH... L99 
 5  1  4 JBBCCCJDD..MJAAL.MFFKL.N..KGGN..HH.. H99 
 5  1  4 JBBCCCJDD..MJAAL.MFFKL.N..KGGN...HH. H98 
 5  1  4 JBBCCCJDD..MJAAL.MFFKL....KGGN.HH..N N99 
 5  1  4 JBBCCCJ.DD.MJAAL.MFFKL.N..KGGN.HH... D99 
 5  1  4 JBBCCCJDD..MJAAL.MFFKL.N..KGGNHH.... H99 
 5  1  4 JBBCCCJDD..MJAAL.MFFKL.N..KGGN....HH H97 
 6  2  4 JBBCCCJ..DDMJAAL.MFFKL.N..KGGNHH.... H99 D98 
 6  2  4 JBBCCCJDD..MJAAL.MFFKL....KGGNHH...N H99 N99 
 6  2  4 JBBCCCJDDL.MJAAL.MFFK..N..KGGN....HH H97 L99 
 6  2  4 JBBCCCJDDL.MJAAL.MFFK.....KGGN.HH..N N99 L99 
 6  2  4 JBBCCCJDD...JAAL.MFFKL.M..KGGN.HH..N M99 N99 
 6  2  4 JBBCCCJ.DD.MJAAL.MFFKL....KGGN.HH..N D99 N99 
 6  2  4 JBBCCCJDD..MJAAL.MFF.L.N..KGGN..KHH. K99 H98 
 6  2  4 JBBCCCJ.DD.MJAAL.MFFKL.N..KGGN....HH H97 D99 
 6  2  4 JBBCCCJ..DDMJAAL.MFFKL....KGGN.HH..N N99 D98 
 6  2  4 JBBCCCJDD..MJAAL.MFFKL....KGGN..HH.N N99 H99 
 6  2  4 JBBCCCJDDL.MJAAL.MFFK..N..KGGN...HH. L99 H98 
 6  2  4 JBBCCCJDDL.MJAAL.MFFK..N..KGGNHH.... L99 H99 
 6  2  4 JBBCCCJDD..MJAAL.MFF.L.N..KGGNHHK... K99 H99 
 6  2  4 JBBCCCJDDL.MJAAL.MFFK..N..KGGN..HH.. H99 L99 
 6  2  4 JBBCCCJDD..MJAAL.MFFKL....KGGN...HHN N99 H98 
 6  2  4 JBBCCCJ.DD.MJAAL.MFFKL.N..KGGNHH.... H99 D99 
 6  2  4 JBBCCCJ..DDMJAAL.MFFKL.N..KGGN....HH H97 D98 
 6  2  4 JBBCCCJDD..MJAAL.MFF.L.N..KGGN..K.HH K99 H97 
 7  2  5 JBBCCCJ.DD.MJAAL.MFFKL.N..KGGN...HH. H98 D99 
 7  3  4 JBBCCCJ..DDMJAAL.MFF.L.N..KGGNHHK... K99 H99 D98 
 7  2  5 JBBCCCJ.DD.MJAAL.MFFKL.N..KGGN..HH.. H99 D99 
 7  3  4 JBBCCCJDDL.MJAAL.MFFK.....KGGN..HH.N H99 N99 L99 
 7  3  4 JBBCCCJ..DD.JAAL.MFFKL.M..KGGN.HH..N D98 M99 N99 
 7  3  4 JBBCCCJDDL..JAAL.MFFK..M..KGGN.HH..N M99 N99 L99 
 7  3  4 JBBCCCJDD..MJAAL.MFF.L....KGGN..KHHN N99 K99 H98 
 7  3  4 JBBCCCJ...DDJAAL.MFFKL.M..KGGN.HH..N D97 M99 N99 
 7  3  4 JBBCCCJDD..MJAAL.MFF.L....KGGNHHK..N K99 H99 N99 
 7  3  4 JBBCCCJDD..MJAAL.M.FFL.N..KGGN..KHH. F99 K99 H98 
 7  3  4 JBBCCCJDDL.MJAAL.MFF...N..KGGNHHK... L99 K99 H99 
 7  3  4 JBBCCCJ.DD.MJAAL.MFFKL....KGGNHH...N D99 H99 N99 
 7  3  4 JBBCCCJDD...JAAL.MFFKL.M..KGGNHH...N H99 M99 N99 
 7  3  4 JBBCCCJDD..MJAAL.M.FFL.N..KGGNHHK... F99 K99 H99 
 7  3  4 JBBCCCJDDL.MJAAL.MFF...N..KGGN..KHH. L99 K99 H98 
 7  3  4 JBBCCCJDD...JAAL.MFFKL.M..KGGN...HHN H98 M99 N99 
 7  2  5 JBBCCCJ..DDMJAAL.MFFKL.N..KGGN..HH.. H99 D98 
 7  3  4 JBBCCCJDDL.MJAAL.MFFK.....KGGN...HHN N99 L99 H98 
 7  3  4 JBBCCCJ.DD.MJAAL.MFF.L.N..KGGN..K.HH K99 H97 D99 
 7  3  4 JBBCCCJ.DD.MJAAL.MFF.L.N..KGGNHHK... D99 K99 H99 
 7  2  5 JBBCCCJ..DDMJAAL.MFFKL.N..KGGN...HH. D98 H98 
 7  3  4 JBBCCCJ..DDMJAAL.MFF.L.N..KGGN..K.HH K99 H97 D98 
 7  3  4 JBBCCCJ.DD..JAAL.MFFKL.M..KGGN.HH..N D99 M99 N99 
 7  3  4 JBBCCCJDDL.MJAAL.MFF...N..KGGN..K.HH K99 H97 L99 
 7  3  4 JBBCCCJDDL.MJAAL.MFFK.....KGGNHH...N L99 H99 N99 
 7  3  4 JBBCCCJ..DDMJAAL.MFFKL....KGGNHH...N D98 H99 N99 
 7  3  4 JBBCCCJDD..MJAAL.M.FFL.N..KGGN..K.HH F99 K99 H97 
 7  3  4 JBBCCCJDD...JAAL.MFFKL.M..KGGN..HH.N H99 M99 N99 
 8  3  5 JBBCCCJ..DDMJAAL.MFFKL....KGGN...HHN D98 N99 H98 
 8  4  4 .BBCCCJDD..MJAAL.MJFFL.N..KGGN..KHH. J99 F99 K99 H98 
 8  4  4 .BBCCC.DD..MJAAL.MJFFL.NJ.KGGN..KHH. J98 F99 K99 H98 
 8  4  4 .BBCCC.DD..MJAAL.MJFFL.NJ.KGGNHHK... J98 F99 K99 H99 
 8  4  4 JBBCCCJDDL..JAAL.MFFK..M..KGGN..HH.N M99 H99 N99 L99 
 8  4  4 JBBCCCJ.DD.MJAAL.M.FFL.N..KGGN..K.HH F99 K99 H97 D99 
 8  4  4 JBBCCCJ..DDMJAAL.M.FFL.N..KGGNHHK... F99 K99 H99 D98 
 8  4  4 JBBCCCJDDL.MJAAL.M..FF.N..KGGN..K.HH F98 K99 H97 L99 
 8  3  5 JBBCCCJ.DD.MJAAL.MFF.L.N..KGGN..KHH. D99 K99 H98 
 8  4  4 JBBCCCJDD...JAAL.MFF.L.M..KGGN..KHHN M99 N99 K99 H98 
 8  3  5 JBBCCCJ..DDMJAAL.MFFKL....KGGN..HH.N D98 N99 H99 
 8  4  4 JBBCCCJ..DDMJAAL.MFF.L....KGGNHHK..N N99 K99 H99 D98 
 8  4  4 JBBCCCJ...DDJAAL.MFFKL.M..KGGN...HHN H98 D97 M99 N99 
 8  4  4 JBBCCCJDDL.MJAAL.MFF......KGGN..KHHN K99 N99 L99 H98 
 8  4  4 JBBCCCJ..LDDJAAL.MFFK..M..KGGN.HH..N L99 D97 M99 N99 
 8  4  4 .BBCCC.DD..M.AAL.MJFFL.NJ.KGGNJ.KHH. J97 F99 K99 H98 
 8  4  4 JBBCCCJDD...JAAL.MFF.L.M..KGGNHHK..N K99 H99 M99 N99 
 8  4  4 JBBCCCJDD..MJAAL.M.FFL....KGGN..KHHN N99 F99 K99 H98 
 8  4  4 JBBCCCJDDL.MJAAL.M...FFN..KGGN..KHH. F97 L99 K99 H98 
 8  4  4 JBBCCCJ..DD.JAAL.MFFKL.M..KGGNHH...N D98 H99 M99 N99 
 8  4  4 JBBCCCJDDL.MJAAL.MFF......KGGNHHK..N N99 L99 K99 H99 
 8  4  4 JBBCCCJDDL.MJAAL.M.FF..N..KGGNHHK... F99 L99 K99 H99 
 8  4  4 JBBCCCJDD..MJAAL.M.FFL....KGGNHHK..N N99 F99 K99 H99 
 8  3  5 JBBCCCJ..DDMJAAL.MFF.L.N..KGGN..KHH. D98 K99 H98 
 8  3  5 JBBCCCJ.DD.MJAAL.MFFKL....KGGN..HH.N D99 N99 H99 
 8  4  4 JBBCCCJ.DD.MJAAL.M.FFL.N..KGGNHHK... F99 D99 K99 H99 
 8  4  4 JBBCCCJDDL..JAAL.MFFK..M..KGGN...HHN M99 N99 L99 H98 
 8  4  4 JBBCCCJDDL.MJAAL.M..FF.N..KGGNHHK... F98 L99 K99 H99 
 8  4  4 JBBCCCJDDL.MJAAL.M...FFN..KGGNHHK... F97 L99 K99 H99 
 8  4  4 JBBCCCJ..DDMJAAL.M.FFL.N..KGGN..K.HH F99 K99 H97 D98 
