 0  0  0 IJBBCCIJDDL.IJAAL.EEK.L...KFF..GGHH.
 1  1  0 IJBBCCIJDDL.IJAAL.EEK.L...KFF.GG.HH. G5 
 1  1  0 IJBBCCIJDDL.IJAAL.EEK.L...KFF..GG.HH H99 
 2  2  0 IJBBCCIJDDL.IJAAL.EEK.L...KFF.GGHH.. H99 G5 
 2  2  0 IJBBCCIJDDL.IJAAL.EEK.L...KFF...GGHH G5 H99 
 2  2  0 IJBBCCIJDDL.IJAAL.EE..L...KFF.GGKHH. K99 G5 
 2  2  0 IJBBCCIJDDL.IJAAL.EEK.L...KFF.GG..HH G5 H99 
 3  3  0 IJBBCCIJDDL.IJAAL...EEL...KFF.GGKHH. E98 K99 G5 
 3  3  0 IJBBCCIJDDL.IJAAL.EE..L...KFF.GGK.HH K99 G5 H99 
 3  3  0 IJBBCCIJDDL.IJAAL..EE.L...KFF.GGKHH. E99 K99 G5 
 4  4  0 I.BBCCIJDDL.IJAAL..JEEL...KFF.GGKHH. J99 E98 K99 G5 
 4  4  0 IJBBCCIJDDL.IJAAL..EE.L...KFF.GGK.HH E99 K99 G5 H99 
 4  4  0 I.BBCCI.DDL.IJAAL..JEEL..JKFF.GGKHH. J98 E98 K99 G5 
 4  4  0 .JBBCCIJDDL.IJAAL.I.EEL...KFF.GGKHH. I99 E98 K99 G5 
 4  4  0 IJBBCCIJDDL.IJAAL...EEL...KFF.GGK.HH H99 E98 K99 G5 
 4  4  0 .JBBCC.JDDL.IJAAL.IEE.L.I.KFF.GGKHH. I98 E99 K99 G5 
 4  4  0 .JBBCCIJDDL.IJAAL.IEE.L...KFF.GGKHH. I99 E99 K99 G5 
 4  4  0 .JBBCC.JDDL.IJAAL.I.EEL.I.KFF.GGKHH. I98 E98 K99 G5 
 5  5  0 I.BBCCIJDDL.IJAAL..JEEL...KFF.GGK.HH J99 H99 E98 K99 G5 
 5  5  0 IBB.CCI.DDL.IJAAL..JEEL..JKFF.GGKHH. B99 J98 E98 K99 G5 
 5  5  0 ..BBCC..DDL.IJAAL.IJEEL.IJKFF.GGKHH. I98 J98 E98 K99 G5 
 5  5  0 .JBBCC.JDDL.IJAAL.IEE.L.I.KFF.GGK.HH I98 E99 K99 G5 H99 
